,rec1,rec2,rec3,rec4,rec5
10242,11678,8967,2818,13018,4428
10243,9881,11298,249,14006,14371
10244,13509,6982,7335,13983,6268
10245,6386,3138,11333,12490,15674
10246,6135,11096,11333,12490,12558
10247,1833,10419,8665,16350,5282
10248,2302,10114,8380,17667,11387
10249,11261,1951,11121,11638,12008
10250,7067,13145,16254,14006,15797
10251,7067,10769,17388,10250,4318
10252,8077,14413,17339,16635,9930
10253,8925,13295,16350,6268,5282
10254,9458,9377,306,2851,941
10255,7019,7771,621,10688,11718
10256,8892,1138,4428,12686,11342
10257,7537,12601,679,6611,4686
10258,8967,9147,4428,12686,11342
10259,13509,6268,14514,5020,8897
10260,13509,5366,6268,10263,14514
10261,7987,16993,3467,10261,11450
10262,6277,11269,5976,4943,13036
10263,13509,6268,8112,14514,17704
10264,3181,3467,5745,15055,11728
10265,10493,17424,6807,13121,18
10266,13509,6268,5282,14514,5020
10267,13509,7088,6268,3080,14514
10268,6386,15100,3138,14251,10377
10269,4825,16784,13892,15697,7619
10270,13509,10349,6268,7021,9606
10271,5404,3100,15123,16830,13807
10272,1833,7111,3657,9899,7109
10273,1833,10419,8665,16350,5282
10274,1833,7120,15482,10149,7119
10275,10430,15842,18,9918,13570
10276,16254,14371,4318,7795,7324
10277,13295,13509,13167,16350,16027
10278,16642,9377,9193,16853,8398
10279,1951,9777,4057,10054,930
10280,11038,12575,1951,6093,13614
10281,17259,16031,3181,4239,6445
10282,13509,6268,7348,14514,5020
10283,6386,3138,16259,5822,8324
10284,16941,16845,17682,10650,16269
10285,12575,8449,13614,1951,8058
10286,1951,15102,5854,306,16350
10287,7067,10769,14371,4279,15797
10288,2090,16853,13042,11614,15140
10289,15888,16092,3464,7119,7371
10290,4935,4506,4509,14513,3467
10291,2946,7096,7147,16254,7067
10292,10648,6640,6298,11225,4035
10293,13509,13433,3983,5020,15667
10294,1833,10419,8665,16350,5282
10295,13295,10294,6856,16350,11790
10296,4198,10761,8665,3513,9204
10297,1833,10419,8665,16350,5282
10298,7147,16254,7067,13145,11453
10299,9881,6119,9920,16920,5573
10300,1497,7049,4428,12686,11342
10301,4428,12686,11342,17355,16665
10302,8821,16767,3809,1138,4428
10303,15888,16092,16385,7119,15502
10304,13145,9881,11298,15372,14371
10305,7067,13145,16254,14006,15797
10306,17273,4475,7397,5327,8787
10307,1951,4373,15102,5854,13619
10308,12795,232,3763,9680,354
10309,10114,15506,17667,4376,10063
10310,2922,14780,14055,12573,15871
10311,3964,16234,16385,15321,13417
10312,6361,10618,15456,3627,7102
10313,8892,16138,15799,10039,15638
10314,6632,11316,14966,15016,8951
10315,9615,16138,8892,15799,15638
10316,13986,9027,4467,13025,12890
10317,6135,11096,11333,12490,12694
10318,12575,16789,8058,1951,2939
10319,16254,7067,11298,4279,13575
10320,4373,1951,15102,5854,16835
10321,7147,16254,1973,15372,4318
10322,7147,14926,15372,6754,7870
10323,2436,3610,4509,4239,15791
10324,6386,15100,3138,10377,9673
10325,15478,9163,9324,14858,16392
10326,6386,16853,3138,13955,10377
10327,12575,6093,16789,2939,306
10328,14716,4521,9153,6302,7501
10329,11597,950,16784,5288,1808
10330,12573,4847,14055,2236,15734
10331,4943,16962,4952,16517,8883
10332,8892,7870,4428,12686,11342
10333,10419,995,15482,6068,16830
10334,9780,9947,1765,1013,4428
10335,3193,12639,12686,11342,8084
10336,6386,3138,15148,6662,10377
10337,995,17018,7973,9250,3768
10338,9193,16385,16259,15140,12542
10339,13145,14654,15530,2012,4318
10340,10605,9324,15701,15442,1877
10341,9615,15799,16138,15638,2160
10342,16092,3138,11333,12490,15674
10343,11432,1833,9660,16092,5792
10344,1951,4305,16019,4428,16487
10345,15888,16092,16385,13417,7119
10346,15996,13498,11843,16765,15247
10347,7147,10769,13955,9341,4669
10348,15400,12864,2829,7452,10349
10349,16324,7452,10349,2829,16483
10350,6386,15596,3138,10424,15053
10351,10526,5034,3107,8151,1231
10352,4847,12573,14055,2236,15734
10353,10353,8642,7452,10349,16483
10354,13509,6268,14514,17447,5020
10355,14654,12948,15842,18,13570
10356,10355,14654,5549,12948,15842
10357,1951,4373,15102,5854,2
10358,10605,9324,15442,9890,2615
10359,11382,15478,2216,7674,7929
10360,13509,9182,5917,14925,6268
10361,9615,8892,15799,16138,17342
10362,8455,3809,1138,4428,6948
10363,9881,15372,14006,4279,4318
10364,13509,6268,14514,5020,10612
10365,13509,2712,6268,14514,6948
10366,13963,16092,13417,8126,7371
10367,5481,11650,4205,900,9328
10368,6386,11333,12490,15674,5242
10369,6386,3138,16259,2022,6662
10370,17259,16031,3181,4239,6445
10371,4057,11890,10054,930,3801
10372,12941,1765,4428,11790,12686
10373,12505,16125,4509,11550,10196
10374,10430,5370,3193,9204,3477
10375,9377,10708,306,2851,14208
10376,12575,6093,13614,16789,13135
10377,6386,3138,13955,15053,10377
10378,9377,306,2851,17067,7119
10379,5253,7564,15141,15190,2841
10380,9777,4057,11890,10054,930
10381,16234,11432,3573,14671,9577
10382,9261,6463,11991,8600,8282
10383,10039,8522,5571,7168,12996
10384,16254,15372,14006,17522,4279
10385,1781,13509,12706,7021,6268
10386,9389,11312,7049,6369,9040
10387,15596,9333,14716,15478,6496
10388,3809,1138,4428,6948,12686
10389,15482,9660,1833,2368,8362
10390,17342,17377,8665,12288,12639
10391,16177,3443,16978,3557,14514
10392,13509,16611,6268,5282,7314
10393,10395,10394,16483,16324,10349
10394,10395,10393,16324,2829,7452
10395,10394,10393,10349,7452,16483
10396,1057,5310,6888,15888,11411
10397,16138,15799,12941,4428,12686
10398,2368,9377,15482,3964,16385
10399,6386,14020,3138,6708,11068
10400,5370,917,5358,6760,15688
10401,2840,13892,9722,4213,8951
10402,11128,6988,3174,5640,3181
10403,13509,6268,14514,5020,8897
10404,16138,8967,15638,8042,4428
10405,15596,8967,16857,9987,2771
10406,8380,15506,1611,1745,7017
10407,11589,12575,2939,17653,14276
10408,3766,6305,12259,3209,14548
10409,16138,15799,14925,4428,11342
10410,937,9446,4026,17291,11892
10411,9193,16853,16259,15140,2022
10412,10445,11733,7021,4428,4191
10413,14055,12573,4847,15734,2236
10414,16254,7067,13145,9881,15372
10415,11918,4161,11238,9147,1765
10416,3100,15123,5404,16830,12273
10417,15123,3100,5404,16830,12785
10418,16092,16385,14654,3895,2012
10419,15482,12447,10430,12288,1487
10420,12288,7119,15674,5242,9204
10421,12694,15227,12933,240,12212
10422,13453,15247,10422,1588,13095
10423,6386,5391,10377,12694,5381
10424,6386,3138,16259,10377,9673
10425,13135,15799,9615,1951,17472
10426,11956,7021,1814,15842,14109
10427,1057,9824,1951,11411,464
10428,1833,11333,12490,8665,12558
10429,6386,3138,16259,2022,6662
10430,10419,17273,9660,9679,2032
10431,13145,7067,14006,14371,4318
10432,12659,16254,15372,11638,4279
10433,306,2913,12288,12558,7119
10434,14032,9183,1951,4373,11565
10435,2939,306,2913,2259,6119
10436,9377,306,14654,2851,15530
10437,8449,2537,15372,11298,7057
10438,16642,15140,5687,12079,9166
10439,7258,11289,3931,12532,16329
10440,10114,1611,15506,1745,11387
10441,6386,3138,12841,3263,10377
10442,1951,12575,4305,16019,16487
10443,1833,7495,15808,2851,16027
10444,306,14926,2851,12872,6754
10445,17342,17377,7021,4428,9673
10446,4093,13453,13036,12018,16807
10447,6386,3138,10377,9673,15443
10448,13963,17225,6396,14973,16321
10449,14941,16765,2352,3882,2896
10450,1951,2939,13536,4305,3660
10451,15799,8892,16138,9615,15638
10452,6386,4430,3138,3763,12694
10453,5310,6888,17478,14449,10122
10454,9499,13025,9079,4612,14882
10455,1138,4428,11342,12686,16112
10456,15888,16092,16385,13417,7119
10457,16092,3138,12490,15674,5242
10458,8665,5370,12639,5282,9204
10459,13509,6268,14514,5020,15722
10460,6386,17062,15100,3138,10377
10461,9881,7067,10769,11298,16613
10462,9881,10769,2220,15797,7795
10463,7147,10250,4279,16920,13661
10464,15799,15638,2160,11733,7049
10465,11079,5909,15273,16027,5282
10466,2771,9147,8042,4428,12686
10467,11453,1913,13145,15372,14371
10468,3820,12100,2938,1871,15227
10469,16254,13145,9881,14006,10250
10470,7067,13145,10769,11298,17596
10471,15799,13135,13614,9615,16138
10472,10419,4164,2208,10430,11612
10473,11096,11333,12490,13359,4361
10474,6135,11096,10476,11333,12490
10475,11096,6135,10476,13781,11333
10476,3138,11333,10478,15674,5242
10477,11096,6135,8335,10476,12292
10478,10476,10477,12620,5925,8561
10479,10114,1745,6849,10966,14857
10480,6386,3138,10377,9673,14065
10481,6386,2851,9450,10377,9673
10482,17273,16138,9615,15799,3081
10483,6386,9271,3138,16259,10377
10484,6386,3138,3614,6267,4128
10485,9881,13145,11298,14006,160
10486,724,15888,16092,16385,12527
10487,13183,13193,12273,2841,7298
10488,1951,6627,4305,16019,7169
10489,13509,2829,6268,4428,14514
10490,13509,930,17225,2332,13433
10491,12659,3686,5584,11638,13210
10492,4428,8089,11342,12686,14408
10493,5555,3544,3850,1673,14418
10494,13509,16324,6268,16350,14514
10495,10769,15372,14006,4279,10250
10496,17062,11473,9881,15011,3779
10497,3138,11333,15674,5242,10377
10498,6386,12490,15674,5242,10377
10499,9881,7067,7147,15372,14006
10500,2252,9280,8696,11991,5871
10501,13619,16692,3660,14655,16019
10502,13509,4055,9739,5361,13334
10503,1002,15047,13509,4630,9539
10504,16269,8380,10114,1611,17667
10505,16857,13730,2771,2101,13593
10506,2949,16234,843,12575,2939
10507,15888,9458,16092,16385,13417
10508,6277,11269,5976,4943,13036
10509,7067,10250,4318,15797,7057
10510,1833,11432,16092,11333,12490
10511,9615,4428,12686,11342,5289
10512,5481,14732,9328,7501,2220
10513,16254,9881,11298,10250,7057
10514,9881,7067,15372,9920,2220
10515,4475,7514,5027,16611,10058
10516,13295,1781,16350,7021,1487
10517,9261,6463,5871,12012,8282
10518,1951,4305,8392,3193,10249
10519,11096,6135,2036,11333,12490
10520,16031,4463,17259,3181,5745
10521,6632,11316,2052,8951,3809
10522,16254,9920,9299,8102,9406
10523,12907,17293,14513,3174,5745
10524,13509,6268,14514,5020,17510
10525,10670,14591,10605,11902,16427
10526,12575,6386,2939,3138,5034
10527,15799,1951,15638,1138,4428
10528,9881,10769,15713,14443,4279
10529,4428,2966,11342,12686,14595
10530,9280,12552,16220,8696,4152
10531,14376,2352,4428,11342,12686
10532,2767,16792,16484,1913,7067
10533,13509,6268,10879,14514,5020
10534,6135,11096,2036,11333,12490
10535,13509,6268,14514,5020,2273
10536,17377,12288,3193,12639,15674
10537,8449,7147,9881,10769,9920
10538,5481,7508,14006,9328,7501
10539,12905,16222,13459,15600,13135
10540,8344,4831,17329,9510,14527
10541,629,7564,15190,393,2841
10542,1781,13509,13433,7021,6268
10543,10419,13295,2208,16350,5282
10544,13145,7067,10769,15372,14006
10545,16138,15799,9615,8892,15638
10546,1002,15047,10503,8542,10122
10547,1951,2939,4305,16019,16487
10548,13145,9881,16254,16920,5573
10549,4093,15258,13615,14941,16765
10550,14654,12948,15842,14624,6074
10551,14654,13121,18,15821,13570
10552,1833,10419,8665,16350,5282
10553,1951,17021,4373,15102,5854
10554,13736,13807,15190,6074,14624
10555,4825,16784,13892,15697,7619
10556,5344,4475,16673,8663,15526
10557,7152,5404,12795,11179,16830
10558,10430,7021,15842,18,8159
10559,13135,9377,13614,9426,16830
10560,13145,16254,10769,15372,14006
10561,4261,12575,6386,2939,3138
10562,3138,2851,2831,9673,12079
10563,6453,16762,8390,16408,4728
10564,10419,16762,10563,3300,10149
10565,1833,3300,10951,15821,11025
10566,5253,13193,12273,7564,15190
10567,7621,5370,5282,12589,3536
10568,16138,15799,9615,8892,15638
10569,15276,17513,4847,15734,12573
10570,13135,8892,9094,15638,9819
10571,10572,6500,2358,16266,2745
10572,10571,6500,2358,16266,2745
10573,10571,10572,6500,2358,16266
10574,3660,9819,14655,16019,17051
10575,14924,5404,17377,16027,9450
10576,9048,10604,6268,6020,3817
10577,11261,10304,11107,11638,8063
10578,4699,8419,9147,8042,4428
10579,12575,1951,4261,13135,8058
10580,5481,7147,10769,15372,9328
10581,1689,15442,15062,8493,12773
10582,1951,12575,4305,16019,4428
10583,13509,6268,13980,14514,5020
10584,12659,13145,14371,4279,15797
10585,7049,9147,1138,8042,4428
10586,2642,7049,1138,4428,10201
10587,3908,11026,10222,16993,11338
10588,7987,12339,16993,8811,10261
10589,14780,2922,13892,14837,9967
10590,4373,1951,15102,5854,11718
10591,13963,2851,13807,8126,2778
10592,7004,10732,2463,17460,2204
10593,13509,8063,16611,4827,7337
10594,9881,16254,10769,3730,14833
10595,6386,9193,16853,3138,13955
10596,14831,16691,13909,4468,1755
10597,1833,15482,7120,15411,15410
10598,1833,7120,15482,9115,7119
10599,1833,15482,7120,10149,7119
10600,9679,10430,10951,14100,11025
10601,17342,3138,17377,9673,12686
10602,8824,2824,1632,13056,8341
10603,4521,15638,8042,1765,15128
10604,6020,3817,4428,5692,11342
10605,4001,9324,9163,2216,16392
10606,8838,16051,14371,4913,12075
10607,16092,3138,12490,15053,15674
10608,6093,12575,2939,16092,12850
10609,6386,3138,14926,6754,3642
10610,12795,9579,354,8126,11714
10611,5253,13193,7564,15190,2841
10612,13509,16483,6268,16024,14514
10613,10886,16993,15874,16307,2703
10614,8681,8680,11333,12694,278
10615,8892,9615,15799,16138,15638
10616,9383,6497,10616,2671,12481
10617,4475,7514,5027,11804,16611
10618,10312,14503,14331,6361,5310
10619,13963,11814,11606,10377,14973
10620,9881,16963,15724,13577,14721
10621,5481,16234,10122,15506,8380
10622,3138,11333,2999,10377,12694
10623,16092,3138,12490,15674,5242
10624,7067,7147,14371,4318,14346
10625,9377,15619,16830,5352,3607
10626,13509,6268,14514,5020,16561
10627,13509,6829,6268,9212,14514
10628,5253,13193,12273,7564,15190
10629,5253,13193,2841,6074,14624
10630,4428,11342,12686,16665,9707
10631,6386,15100,3138,16259,10377
10632,5404,14924,12983,8665,12558
10633,2368,9377,7113,10634,7117
10634,7152,11179,16830,7113,7117
10635,8665,12288,7119,3193,12639
10636,12575,14442,2939,965,6119
10637,13698,3895,1048,10005,11516
10638,16092,12639,3193,4428,11342
10639,14449,3964,16385,4639,13417
10640,1611,2234,1929,15067,4376
10641,15888,16092,16385,7119,9661
10642,1781,13509,7021,6268,15842
10643,13509,5513,6268,9606,14514
10644,17166,11237,16918,15952,15067
10645,8380,1611,15506,11387,6849
10646,10282,3820,7347,6829,13434
10647,13509,17273,6268,7021,14514
10648,997,1888,10648,10710,6640
10649,2530,16092,8107,16676,1969
10650,10114,15506,8173,1745,6849
10651,12602,8109,10652,13509,8494
10652,1951,17167,4305,16019,4428
10653,1951,8967,16008,4305,2352
10654,13509,6268,5786,14514,7538
10655,11333,2032,12490,8665,5282
10656,4617,4538,752,790,585
10657,13509,6268,10879,14514,5020
10658,1781,13509,7021,6268,15842
10659,6386,3138,10377,9673,14065
10660,410,3300,3660,17401,7021
10661,16254,4279,12587,7324,12727
10662,2332,6268,14514,5020,17124
10663,6595,8513,762,8047,10688
10664,13295,13509,16350,6268,5282
10665,14055,9012,4847,16424,12573
10666,17259,16031,3181,4239,6445
10667,1781,647,7021,354,7536
10668,16254,11298,14006,9920,2220
10669,16853,9193,2253,16259,15140
10670,14591,9327,11902,16427,10525
10671,4373,15102,10132,15468,6683
10672,12575,14442,1951,4261,2939
10673,5253,13193,2841,6074,15733
10674,1781,13509,7021,6268,15842
10675,2851,16350,1487,5282,11790
10676,6386,16092,3138,12490,15674
10677,8892,9615,15638,13018,4428
10678,1781,3895,13433,5370,7021
10679,4428,12836,11342,12686,16665
10680,13135,9377,13614,306,3660
10681,13295,8665,7612,16350,16027
10682,10430,7021,5282,15842,18
10683,16254,9881,7147,10250,16920
10684,1781,13509,7021,15842,8402
10685,4373,1951,15102,5854,7621
10686,4644,4428,12686,11342,9707
10687,12575,9289,3745,2939,595
10688,14828,746,7799,11565,11718
10689,16963,15724,13577,14721,2818
10690,10977,4564,2712,7176,3452
10691,1951,4305,16019,8064,16487
10692,13509,6268,14514,5020,5289
10693,4373,1951,15102,5854,4305
10694,12575,16789,6093,2939,13149
10695,12575,13135,4261,6093,2939
10696,7021,4428,11342,12686,16665
10697,1951,8892,4428,13551,11342
10698,2851,16350,11790,4428,11342
10699,9881,7067,10769,10250,4318
10700,856,10937,12070,560,12575
10701,12941,4428,11790,11342,12686
10702,9333,14716,15478,4521,17522
10703,5687,1895,10703,11321,15506
10704,4373,1951,15102,5854,13433
10705,16092,15674,5242,10377,16347
10706,13509,4305,4772,6268,13056
10707,5253,12273,14551,10566,5440
10708,9881,7067,14208,4305,13266
10709,2530,11619,16676,3441,1969
10710,997,1888,10648,10710,6640
10711,13614,13135,17472,8309,16688
10712,13121,18,15821,13570,452
10713,14654,4772,10712,12639,1487
10714,1833,17097,4752,13761,9899
10715,7147,10769,15372,11298,10250
10716,6386,3138,3814,6063,10377
10717,6386,3138,10377,9673,12079
10718,4475,479,8055,11951,8731
10719,15799,4428,11342,12686,9707
10720,11261,13295,7335,10932,10924
10721,5253,13193,12273,7564,12822
10722,15550,2309,4428,12686,11342
10723,997,1888,10710,6298,6640
10724,3573,3134,14654,14860,9360
10725,11333,12490,3763,14822,148
10726,16092,16594,3193,12639,4428
10727,12795,7152,13688,13193,2267
10728,5253,12273,7564,14551,10566
10729,5344,4475,354,15867,8663
10730,13963,652,17467,2267,8126
10731,6386,3138,9144,10377,7590
10732,2253,10732,13833,2463,17460
10733,5983,5988,10738,6283,15821
10734,5983,13067,3710,7021,10738
10735,5983,1781,13509,10734,7021
10736,5983,10734,16350,7021,10738
10737,1781,15498,7021,8530,15842
10738,5983,13067,10734,7021,8050
10739,6386,3138,11333,12490,15674
10740,6386,17342,17377,4772,12639
10741,5027,556,13509,17377,8665
10742,779,3138,3763,8126,16321
10743,6386,3138,15053,10377,9673
10744,6386,3138,16259,15140,16706
10745,6386,6886,5442,3138,900
10746,16483,16324,7452,10349,2829
10747,6386,17342,17377,10377,12686
10748,11096,6135,11333,12490,13619
10749,9333,2910,9324,16914,15488
10750,830,3138,1136,969,10870
10751,4475,5027,16673,11804,3807
10752,7259,12795,5027,3763,9680
10753,13986,9027,4467,13025,12890
10754,14716,4521,2910,9324,9163
10755,1951,4373,15102,5854,16367
10756,6277,11269,5976,4943,13036
10757,11096,6135,11333,12490,14822
10758,1951,7821,4305,7831,574
10759,13834,13892,13881,16784,4825
10760,9739,14279,10502,12316,4428
10761,7147,9881,17166,11037,11163
10762,3820,2938,9212,240,15722
10763,1951,4373,15102,5854,16024
10764,13892,4825,16784,15697,10555
10765,13892,4825,16784,15697,10555
10766,16857,14654,2771,15530,17522
10767,7067,7147,13145,9881,11453
10768,1951,2939,4305,16019,16487
10769,7067,13145,16254,14006,15797
10770,8107,8177,1487,11790,11342
10771,1833,15482,7120,10149,7119
10772,2530,1833,16092,8107,2851
10773,15474,4822,5333,12460,4428
10774,1781,13509,7021,6268,14514
10775,16254,8107,14654,14276,15372
10776,11733,7021,14485,4428,12686
10777,15996,13036,13147,10777,7559
10778,10123,9390,2376,9261,6422
10779,7067,2220,7602,5573,4913
10780,2434,5288,95,1808,14195
10781,8596,13509,6268,4311,14514
10782,4450,10167,14654,14276,15530
10783,1951,15799,8892,13614,17472
10784,9615,8892,16138,15799,15638
10785,9415,6112,4394,2432,6034
10786,15799,9615,8892,16138,15638
10787,1951,4373,15102,5854,10755
10788,4373,15102,12008,4165,3669
10789,13509,6268,16988,14514,10788
10790,11261,17273,15799,1781,8892
10791,1951,12575,2939,4305,16019
10792,5404,5027,232,3763,11606
10793,15951,3763,9680,148,1546
10794,16857,2771,2101,13593,2938
10795,10445,11733,7021,4428,12686
10796,13509,6268,14514,5020,4008
10797,13509,3437,6268,14514,5020
10798,13614,13135,17167,17472,8309
10799,7147,7067,16254,15372,14006
10800,7067,11638,14006,10250,14371
10801,9280,13036,9425,16514,15617
10802,12575,6093,4261,13135,8058
10803,13509,6268,14514,5020,8897
10804,16966,6648,16234,7249,17642
10805,2659,3452,14941,16765,2352
10806,13145,15372,16920,13088,7795
10807,13509,15710,6268,14514,5020
10808,16841,17413,2165,4428,11790
10809,7067,7671,2845,15713,14006
10810,14654,15530,2012,15053,4913
10811,17542,12532,11248,2151,4428
10812,14055,4847,15734,2236,12573
10813,15888,16092,16385,7119,9661
10814,13875,13509,6268,4702,14514
10815,1611,8380,15506,17667,7329
10816,6386,17342,17377,13688,354
10817,1781,13295,16350,7021,2097
10818,4521,3382,16725,2873,8306
10819,13509,7252,9772,6268,354
10820,13509,14002,16856,6268,14514
10821,13509,7587,6268,15684,14514
10822,13509,9739,6268,10502,12316
10823,1951,4305,16019,16487,10234
10824,13509,6268,3080,14514,5020
10825,17103,13615,10756,17215,11823
10826,16254,10769,4279,10250,7602
10827,10769,14654,10761,15530,4279
10828,16138,15799,1951,9852,8419
10829,9881,15100,14006,9144,5858
10830,9881,7067,16254,7147,15372
10831,11991,13939,6465,15247,14899
10832,12717,16403,2947,8811,15330
10833,7096,2946,14312,3287,16800
10834,13892,16784,4825,15910,7481
10835,13509,11261,1688,6268,14514
10836,8380,17667,8307,8254,8769
10837,9881,10769,14006,4318,2220
10838,16138,8892,15799,9615,15638
10839,1781,14654,3931,15530,1487
10840,16307,4509,11382,13205,11728
10841,13509,6268,9631,14514,10788
10842,9615,15799,9094,15638,8042
10843,13509,3936,6268,14514,5020
10844,12602,2399,9183,5434,7401
10845,10419,2208,10430,5370,13980
10846,11884,11550,4509,6445,2215
10847,12575,13614,1951,6093,13135
10848,10815,4521,7621,10603,7329
10849,12575,1951,13614,6093,16789
10850,8873,13614,13135,2949,17167
10851,12108,9881,15372,15831,4913
10852,17273,16138,1781,9615,8892
10853,13714,9876,12064,8002,4358
10854,7258,14654,15701,1487,15842
10855,15715,9327,9890,17629,9171
10856,5785,10114,9987,17667,6849
10857,14716,4521,9146,15442,9890
10858,16863,12552,9280,12001,10034
10859,16234,2368,5481,16385,9328
10860,16853,9193,16264,16259,15140
10861,6112,9415,4394,6034,13989
10862,13614,9094,15638,9819,17472
10863,13295,13433,16350,16027,6268
10864,13509,17273,6268,7021,11965
10865,12575,13614,1951,6093,4261
10866,16350,5282,11790,4428,12686
10867,13509,1688,5366,6268,14514
10868,9167,16220,2016,4610,3454
10869,15888,16092,16385,13417,7119
10870,830,7147,1136,969,4279
10871,16138,15799,9615,8892,9341
10872,9193,5481,16853,16259,15140
10873,12639,3193,11342,8084,4416
10874,3573,3134,8937,11316,2435
10875,15506,17667,1745,4395,4376
10876,15799,15638,8419,14417,4428
10877,1833,10419,8665,16350,5282
10878,11333,11555,12694,12354,12212
10879,13295,14941,7557,16667,16350
10880,1951,4305,16019,4428,16487
10881,6386,3138,12142,6662,10377
10882,11121,4428,11342,12686,9707
10883,15506,17667,13730,11387,7017
10884,10977,1781,6491,14941,1138
10885,1951,9294,4305,16019,16487
10886,17259,16031,3181,4239,6445
10887,16830,7397,11974,14786,3278
10888,4373,16324,16483,10349,15102
10889,7976,10188,1838,6251,8956
10890,8967,3542,13509,4772,12639
10891,14055,3573,4847,9722,2435
10892,2449,12781,15505,8921,788
10893,16234,9577,900,15674,5242
10894,9615,16138,13018,8042,4428
10895,16234,2368,15888,16092,9577
10896,10010,816,5220,6507,3106
10897,10769,4279,4318,2220,15797
10898,11096,6135,11333,12490,15053
10899,6386,10445,3138,10377,11739
10900,12505,14513,10886,16307,16270
10901,1951,2678,4305,16487,10234
10902,1781,7021,6268,7972,14514
10903,13295,1781,7021,16350,1487
10904,7976,17103,10018,9510,11441
10905,13509,6268,14514,5020,1454
10906,16789,1951,4373,8058,15102
10907,9377,11448,6068,3931,11248
10908,1243,9100,10046,11586,16934
10909,5310,15888,6888,15858,6300
10910,6386,11333,12490,3809,13977
10911,17259,16031,3181,4239,6445
10912,6277,11269,5976,4943,13036
10913,9377,9458,306,2851,7119
10914,4093,13615,3904,12018,6251
10915,6632,11316,16389,2989,2052
10916,1985,12841,850,7501,3809
10917,7147,15372,14371,15797,5573
10918,8892,9615,15799,16138,9094
10919,1833,12620,5702,14392,14034
10920,13507,12850,12910,4428,11342
10921,13295,5027,5404,8665,16350
10922,13509,2829,6268,2828,14514
10923,13509,6268,14514,3520,5020
10924,11261,11107,6829,2688,1761
10925,13509,6268,16960,14514,16574
10926,10932,3983,13366,6390,3428
10927,13509,10932,6268,4717,14514
10928,13509,6268,14514,5020,143
10929,13509,13433,6268,14514,5020
10930,13509,6268,14514,5020,13543
10931,13509,6268,14514,5020,5623
10932,7335,13983,13366,4209,2730
10933,13509,6268,2828,14514,5020
10934,12639,3193,11342,6984,8084
10935,11432,11333,5367,4048,12042
10936,1833,9660,10366,11333,125
10937,856,16234,16092,9230,9577
10938,13509,6268,14514,5020,14303
10939,13509,6268,7021,14514,5020
10940,9881,13145,17172,13575,16920
10941,7147,10769,11298,14006,4279
10942,11333,15053,11889,12821,15674
10943,2368,16642,9193,15482,9377
10944,8988,13118,9261,6463,1808
10945,15799,11037,11163,8618,4428
10946,6627,14251,16504,4428,12686
10947,15874,4935,3720,8421,7088
10948,9377,14312,13714,8107,15781
10949,9333,15715,6132,15478,9324
10950,10114,15506,11121,11387,10966
10951,1833,10419,5734,6821,7371
10952,16483,10349,7452,2829,16324
10953,7067,13145,16254,3809,14371
10954,4302,12249,6826,2357,1138
10955,17667,9948,6849,10849,4376
10956,9660,11333,3581,14392,1784
10957,5253,12273,7564,15190,6074
10958,3663,16138,15799,17342,15638
10959,16611,14084,17405,6638,16178
10960,14851,14084,16178,6638,12877
10961,3467,9966,15591,15016,11450
10962,4475,7557,3620,16350,15526
10963,7147,16254,9881,2015,10250
10964,14924,5404,9115,8665,12558
10965,12575,8058,6093,2939,306
10966,10114,15506,17667,4376,10063
10967,13317,6611,7186,9041,3660
10968,12552,16863,16068,8696,11991
10969,7067,10769,15372,11298,4279
10970,5391,14815,3763,4378,12694
10971,6135,11096,2036,11333,12490
10972,12408,8811,17061,15055,16908
10973,8892,15638,13018,9147,4428
10974,13595,14348,724,13698,12620
10975,11269,13615,16110,1838,6251
10976,1833,16092,7058,13931,17311
10977,16031,11382,14513,6445,10370
10978,13509,6268,5282,14514,5020
10979,13509,6268,8402,14514,5020
10980,15888,16092,16385,13417,1473
10981,16092,12490,15674,5242,10377
10982,16092,15674,5242,10377,9673
10983,6386,3138,2851,6165,10377
10984,7067,10769,15372,11298,4279
10985,11096,6135,11333,12490,15053
10986,15734,12573,2236,14055,4847
10987,16234,2368,16092,15069,9577
10988,6386,9193,3138,10377,9673
10989,137,12941,8419,7870,4428
10990,14449,3964,16385,16328,15321
10991,16254,10305,7324,9980,13661
10992,4428,11342,12686,9707,16665
10993,1833,3895,7111,763,7110
10994,6386,17062,3138,16706,10377
10995,5027,16695,3763,9680,148
10996,13509,6268,14514,5020,13285
10997,4373,1951,15102,5854,4305
10998,16092,3053,9661,14392,15602
10999,15888,16092,16385,13417,7119
11000,13317,4373,15102,1138,12227
11001,4373,1951,15102,5854,4208
11002,1951,12575,4305,8541,1138
11003,12575,13135,4261,1951,6093
11004,6386,3138,10377,9673,14065
11005,16254,7147,11298,3045,4279
11006,6135,11096,11333,12490,16053
11007,890,11130,12062,12754,11464
11008,4825,16784,13892,10555,7619
11009,9452,10105,15713,9834,5946
11010,1781,5370,7021,14485,12607
11011,16695,9723,1008,3278,9857
11012,9777,4057,10054,930,7449
11013,10114,17667,1745,11387,6849
11014,9881,16254,7147,11298,14006
11015,13509,4096,6268,5020,16561
11016,13509,16483,5998,7823,6268
11017,9920,6011,6300,7067,13145
11018,347,14295,5988,6283,10352
11019,3365,3362,3940,3366,3437
11020,17259,16031,3181,4239,6445
11021,2499,5404,14924,8665,12558
11022,4699,15799,9615,8892,16138
