,rec1,rec2,rec3,rec4,rec5
7374,13509,5370,6268,5020,8897
7375,16680,8013,2325,65,12834
7376,12639,5282,8663,6328,15979
7377,16234,2368,4022,541,15867
7378,15506,1686,1745,12049,4391
7379,5027,3763,3278,1546,6861
7380,4254,13145,2435,14136,16383
7381,13509,6268,5020,17701,13519
7382,8892,9615,15638,6627,9147
7383,14136,6590,12686,9707,16665
7384,12575,13614,2939,306,1413
7385,3763,3278,12043,1546,5381
7386,16092,6041,7765,10456,14392
7387,9615,15638,9147,8042,10361
7388,16238,9510,14527,6629,17659
7389,9193,15993,4161,13593,2227
7390,1975,5465,1964,15412,10628
7391,15506,17667,1745,15067,10063
7392,1611,10114,17667,15067,4376
7393,12580,10609,16493,5402,9287
7394,7067,15372,15530,2012,10305
7395,2036,10149,15674,10389,3230
7396,16092,6829,13593,5130,15227
7397,16830,5327,3278,3217,1546
7398,10039,9213,5571,13433,9147
7399,16525,3766,6305,8388,12259
7400,4001,9146,4858,2587,2341
7401,14032,9183,11565,800,10434
7402,4772,7870,12639,4428,11342
7403,8177,12532,10058,15526,8117
7404,10769,5571,1138,11145,17567
7405,479,11951,8731,6381,5029
7406,6594,10151,13265,8070,12017
7407,16642,15148,12079,2778,11357
7408,13361,3745,9289,14442,13927
7409,10952,4788,3738,9631,16702
7410,15710,7202,2624,6564,16609
7411,7067,15372,160,10485,13088
7412,7067,15372,16173,14646,13088
7413,2036,10149,14100,6889,16478
7414,16106,5813,13998,1731,11515
7415,13509,5578,586,6268,14514
7416,5649,9506,15202,13751,14679
7417,1975,5465,1964,15412,7553
7418,480,12273,1291,12051,2550
7419,2110,5308,12273,15531,10628
7420,5308,12273,13013,12916,10628
7421,12273,5625,9206,7485,12916
7422,294,480,16120,427,8126
7423,15123,16830,6052,12916,4856
7424,12273,15266,7670,405,10628
7425,6655,8063,16611,12273,8498
7426,1781,13509,16350,7021,16027
7427,16234,2368,16092,9577,900
7428,16092,5242,14392,15602,11144
7429,10769,8173,11248,9476,9095
7430,12262,14553,1247,6772,17415
7431,6386,3760,3138,10377,7337
7432,7577,13619,11389,14289,199
7433,17419,11840,2639,15674,5242
7434,1951,2939,12686,16379,16665
7435,10769,1138,17567,16504,4428
7436,5519,2851,15913,9373,11790
7437,16092,12639,3903,14392,15602
7438,7067,15372,3045,13088,10305
7439,724,17372,10769,8173,4153
7440,5404,3763,15632,7574,14365
7441,4987,11790,2966,16112,9707
7442,10769,1138,17567,4428,8089
7443,5253,13193,7564,15190,2841
7444,3138,16944,14065,15154,11858
7445,1047,11179,5715,4051,5430
7446,12288,15674,5242,16504,11342
7447,2036,12490,15674,10,2175
7448,4847,14055,2236,8211,9351
7449,4057,930,12234,16887,8407
7450,4920,11298,4279,4318,9920
7451,8967,7147,15876,14371,2220
7452,16324,2829,7452,10349,16483
7453,5549,7021,3969,7448,6212
7454,9647,8892,9615,1765,8042
7455,4493,10353,8642,7452,10349
7456,8126,148,14973,16321,12109
7457,4305,16019,2575,3403,14392
7458,1011,6538,3660,2184,16940
7459,5344,4475,7514,15526,16561
7460,5370,5282,5274,8663,5273
7461,10445,4772,11733,12639,13519
7462,12647,1487,15842,9853,1657
7463,15638,16692,9147,5966,2966
7464,1951,12008,8130,16487,11028
7465,16324,10349,2829,16483,7452
7466,15067,4376,10162,16652,16269
7467,3767,7397,16345,8174,16096
7468,7605,5020,14561,3010,2423
7469,9647,14251,17288,17405,5765
7470,16695,10769,8013,2325,10
7471,16695,10769,2325,10,7470
7472,16138,15638,6627,9147,5966
7473,12647,15842,9853,3056,6212
7474,3931,15701,14889,1487,9853
7475,10879,3597,3533,17617,16023
7476,8696,6627,7557,16667,113
7477,9383,6497,15479,15325,8387
7478,10117,8989,8880,14352,1286
7479,9415,4394,6034,1661,9573
7480,14751,4428,4008,1442,3010
7481,3573,2436,3134,8285,9360
7482,13509,15003,6193,9462,10921
7483,3964,16234,14449,16385,16328
7484,10122,9289,8542,5481,6888
7485,15123,3620,4856,7112,2806
7486,6829,4439,12631,15214,1414
7487,8126,148,16321,8405,11406
7488,4772,16491,12639,5117,13519
7489,15372,3873,16104,11788,15460
7490,1833,7120,15123,15482,7119
7491,12490,10895,14392,4048,5234
7492,15799,16138,1951,8419,13551
7493,8629,14638,5679,9552,942
7494,11096,2032,11333,12490,8665
7495,1833,10261,2851,6301,16027
7496,12490,12542,5242,16009,14392
7497,5370,12639,5282,8663,6328
7498,9193,17342,15638,2032,12288
7499,10769,5571,1138,17567,4428
7500,1833,15482,7120,7119,5282
7501,5481,15372,10621,9328,6590
7502,4781,3657,7109,7124,4856
7503,13509,10349,6268,14514,7538
7504,16324,7452,16483,2829,10349
7505,6627,14251,7169,11790,13749
7506,12516,5889,12515,5890,7144
7507,6732,860,17635,14773,15363
7508,10114,1745,11387,10966,10063
7509,11119,16765,2352,11196,12510
7510,7511,16874,13674,2673,9053
7511,5370,5282,8663,16874,15979
7512,17198,12252,14357,5387,17663
7513,5854,3660,1138,9470,14446
7514,4475,5027,16673,11804,15526
7515,6386,3138,10377,9673,14065
7516,16673,17273,5327,15049,8787
7517,15506,1686,6849,13593,7017
7518,6829,15842,15227,1535,240
7519,4564,11325,7870,11342,489
7520,10886,4463,11382,14768,11020
7521,9193,16853,16259,15140,16706
7522,3467,12339,6988,2947,15785
7523,7525,7529,7526,7527,7530
7524,7525,7529,7526,15053,15674
7525,7529,7526,15053,15674,7527
7526,7525,10149,7529,7527,7523
7527,7525,7529,7526,15053,7523
7528,7525,7529,7526,7527,7523
7529,7525,7260,7526,7527,7523
7530,7525,7529,7526,7527,7523
7531,16092,6009,2086,6841,14392
7532,7067,15372,7911,13088,10305
7533,11843,14899,15841,9701,10587
7534,6460,2966,8605,9707,13519
7535,12575,2939,16173,10711,10826
7536,2851,16350,11790,12686,16665
7537,16261,10257,13317,1820,679
7538,16324,2829,7452,10349,16483
7539,15638,17667,11387,7017,1593
7540,16234,9577,3193,6590,9216
7541,3767,16891,274,8555,89
7542,16695,3667,3673,7111,3742
7543,5027,5344,8665,9204,16891
7544,12273,16891,6698,6157,12916
7545,15100,2022,10377,9673,16247
7546,216,11121,3077,9852,16655
7547,17103,15330,15016,8951,15083
7548,12698,12273,3669,8374,12916
7549,12795,3763,11606,148,5381
7550,8126,148,14973,12109,14007
7551,5404,5027,354,13992,295
7552,5253,7564,14624,4112,14551
7553,5027,354,8663,1975,5465
7554,3763,11908,5381,6382,12360
7555,15874,10196,4281,13814,5256
7556,10769,15053,15674,11076,16253
7557,995,7152,16830,16667,5327
7558,1951,15102,9819,16024,16487
7559,6019,6632,11316,1719,10777
7560,3134,3573,11563,11338,9360
7561,13986,4638,10316,7706,14806
7562,7067,15372,5894,13088,4004
7563,2434,95,2052,4110,9510
7564,13193,7564,15190,14624,14551
7565,12490,12542,5242,16009,13427
7566,12659,5584,11638,10491,4687
7567,12273,14551,9093,12916,10628
7568,9094,5571,17567,11145,4428
7569,13408,16213,6727,8013,8546
7570,4305,6119,16019,4428,10234
7571,1047,6386,3138,6590,10377
7572,8892,9615,15799,16138,11121
7573,2160,5571,17567,11145,4428
7574,5404,3763,15632,5381,6204
7575,4564,4567,7176,4566,16368
7576,1611,16013,9341,16800,3870
7577,2032,12490,5391,11920,13619
7578,7096,8398,10143,11146,17457
7579,16853,16385,16259,15522,16706
7580,12573,14673,14055,15734,1727
7581,17667,1745,1593,12049,10162
7582,15638,9147,16112,9707,13519
7583,16677,12490,5391,12694,148
7584,8811,6594,11550,13265,5398
7585,9415,6112,6034,13989,9573
7586,13295,13433,16350,5282,11790
7587,6331,16963,7501,15867,6590
7588,3181,3174,4935,13205,14768
7589,10961,12627,3149,9908,17659
7590,14716,15442,10754,1877,2617
7591,13295,4564,16350,700,10879
7592,937,4026,17291,11892,7241
7593,1951,3809,4322,6948,16487
7594,13963,2851,15704,13807,11357
7595,17062,14006,5573,7057,12587
7596,6445,8331,3872,8424,5354
7597,10769,8198,5571,1138,11145
7598,10769,15959,15053,15674,11076
7599,2859,2858,7512,4867,2860
7600,2845,15372,2435,14136,12639
7601,4564,5854,16242,11342,10996
7602,13145,11298,7602,7324,14824
7603,12490,12542,5242,16009,13427
7604,2201,12575,2939,4227,13150
7605,9147,11790,2966,11342,16112
7606,6135,11333,12490,15631,12694
7607,9193,16207,12746,4634,12542
7608,9193,6386,10377,9673,12079
7609,13255,5453,1951,306,3660
7610,9147,11790,2966,12686,16112
7611,8449,16963,10769,10304,2537
7612,16468,16234,9577,3193,6590
7613,15372,7193,16678,13592,13088
7614,306,15409,5247,9014,15139
7615,14820,14392,822,15363,16092
7616,3138,12079,11406,240,11332
7617,7067,15372,17001,13088,10305
7618,12447,10419,15482,7111,7110
7619,3897,16992,15697,13731,11883
7620,12639,3193,6328,14392,13519
7621,17273,10430,14655,16845,13152
7622,9083,8790,7021,15842,11342
7623,12639,5282,8663,7158,6328
7624,7067,7582,13088,10305,6657
7625,1821,4772,12213,12639,10811
7626,2438,10188,13453,1838,11196
7627,15596,16963,15724,13577,9213
7628,2236,12573,1727,8211,2508
7629,7629,8937,11620,4463,10196
7630,6441,5418,7838,10085,5198
7631,1138,4428,3997,3010,14446
7632,8209,14294,10732,7772,17460
7633,17478,16220,14737,14981,4395
7634,16857,2771,11298,2101,2220
7635,13509,6268,2355,14514,5020
7636,10103,2208,16880,15367,1962
7637,13453,1753,4943,6251,3381
7638,12792,17701,5596,13430,3515
7639,10419,1833,8665,5282,9204
7640,12273,148,6074,1990,10628
7641,12299,17517,5360,12267,16977
7642,13193,7564,15190,14624,14551
7643,16234,2368,16092,12620,9577
7644,12795,148,8132,789,5763
7645,11096,11333,12490,9362,12354
7646,9193,6386,3138,17410,11332
7647,16234,6886,2368,16092,9577
7648,14088,531,3858,12169,3637
7649,5027,354,12785,148,15526
7650,4154,12299,15258,11493,5360
7651,12273,7664,12916,10628,7640
7652,11576,10149,4998,7654,6984
7653,1833,7120,7119,5282,7371
7654,2036,11576,10149,4998,15674
7655,15372,12008,7012,16655,13088
7656,5253,7564,2841,6074,14624
7657,13295,4564,16350,10879,11790
7658,549,3660,4772,5282,10667
7659,7147,7602,7057,7795,4913
7660,15638,9147,11790,2966,11342
7661,10769,5571,1138,17567,11145
7662,12273,14624,12916,10628,7640
7663,7067,14600,15372,13088,10305
7664,12273,9709,7651,10628,12916
7665,15123,15255,6052,11175,4856
7666,12273,148,2841,1990,10628
7667,12273,7664,3494,7651,10628
7668,12273,17162,7670,12916,10628
7669,12273,7664,7651,12916,10628
7670,5253,15190,2841,14624,10566
7671,16254,15713,4279,10250,2220
7672,13892,16784,4825,15697,11242
7673,12575,7067,4261,13614,16789
7674,9146,3489,11831,17502,9158
7675,8126,148,16321,14973,14567
7676,10039,13329,5571,3876,16763
7677,7870,1138,4428,11342,5289
7678,16234,2368,481,2001,9328
7679,16611,4827,2356,1694,5772
7680,306,2913,3768,9131,11912
7681,7870,4977,4428,11342,13519
7682,16784,13892,4825,10555,11883
7683,14881,4521,9324,9146,15442
7684,12792,7021,3515,11041,12419
7685,3300,8333,7021,14485,3427
7686,15442,1877,8629,2097,12858
7687,13408,8723,10124,15678,1705
7688,7021,2295,3680,14485,578
7689,5555,10493,15387,1673,5988
7690,13198,3300,5282,9204,475
7691,15482,9660,15808,3667,4120
7692,10149,16504,14034,10389,6967
7693,13955,9341,17565,14893,11170
7694,16138,9615,8892,15799,8042
7695,7120,15102,306,16350,17051
7696,7914,14446,11683,17070,4680
7697,12795,232,148,4759,203
7698,7802,8513,15102,8531,10663
7699,10769,13638,2402,6119,10234
7700,9333,10769,15053,7241,8450
7701,13963,7067,12273,8126,10073
7702,997,6640,11722,4035,9967
7703,15799,9615,8892,16138,8042
7704,8786,13126,13164,1354,7935
7705,11096,11333,12490,14088,12212
7706,9499,9027,4612,14882,11749
7707,10222,11338,15785,7560,2999
7708,4305,4428,10234,5623,3010
7709,14751,1138,4428,3010,14446
7710,7067,15372,13088,5625,10305
7711,4521,4305,7501,6119,3660
7712,13433,16983,4861,8089,14485
7713,1487,15842,9853,13721,6212
7714,15038,13988,13909,10188,12194
7715,10648,997,11225,4035,11722
7716,17273,10419,15808,7557,16667
7717,3024,10769,5571,1138,4428
7718,11633,14768,13193,2223,9052
7719,7067,15372,13088,4584,10305
7720,12490,15674,5242,15763,14034
7721,16046,13698,5578,15565,1048
7722,2036,10149,15674,14100,6889
7723,3657,7109,7124,2179,4856
7724,12273,15190,10628,12916,7640
7725,16385,4395,15321,13417,7765
7726,16963,10769,10304,6119,13733
7727,12490,8126,5242,148,14392
7728,10769,8173,3295,9095,4428
7729,7067,14442,15372,13164,13088
7730,14751,4428,3010,14446,1841
7731,8126,12150,11406,13284,10060
7732,12849,13084,12289,8191,492
7733,16234,2368,6886,16092,12620
7734,17637,672,3710,7774,13645
7735,12575,4261,1951,2939,282
7736,10769,6119,15053,15674,11076
7737,2530,8058,14191,16676,1969
7738,13036,6277,3904,12018,11441
7739,12639,3193,8084,7158,6328
7740,15482,2192,39,9427,17296
7741,937,7501,11506,3373,11892
7742,2368,9377,16385,12288,13417
7743,1138,8089,4428,10892,7097
7744,4772,12639,7745,13519,1658
7745,3300,7021,7448,1658,7744
7746,12608,6386,3138,6590,11714
7747,7186,13317,9533,7802,3660
7748,16504,10879,4428,11355,880
7749,4305,6119,3660,3149,16019
7750,4305,6119,3660,3149,16019
7751,7067,16963,15724,13577,5698
7752,7067,3948,15372,10305,3061
7753,1833,15273,5282,15979,4856
7754,1833,7120,15482,7119,7753
7755,1833,15482,7119,7371,10185
7756,1833,7371,11228,15979,4856
7757,8013,13860,2325,7375,7974
7758,7067,15372,2070,13088,10305
7759,4373,15102,5854,16024,9470
7760,2021,8013,17228,2325,12834
7761,8126,148,16321,14973,14007
7762,12273,11725,493,9253,7761
7763,11083,1127,17163,11725,493
7764,15254,8723,14889,8013,10104
7765,879,2454,1685,15321,13417
7766,14972,11298,14006,5643,7795
7767,17322,15931,17103,3897,10124
7768,14442,13614,13135,17167,16692
7769,12575,16789,4261,2939,2752
7770,10769,10149,16504,15630,16343
7771,7501,3660,7870,4428,11342
7772,3573,3134,8209,7772,9360
7773,9942,15304,11790,8605,16665
7774,7512,17637,672,3710,10734
7775,12490,12542,4389,5242,16009
7776,7621,13619,12589,4496,13468
7777,17273,8892,15799,15638,13433
7778,11804,10006,15102,16835,13249
7779,14055,15734,2236,4847,1727
7780,6139,10234,5623,4008,17279
7781,10769,8173,15959,3633,9095
7782,2021,13408,17103,16213,8013
7783,8126,148,16321,14973,12109
7784,4564,4023,10879,11790,11342
7785,10304,7501,3809,1138,5702
7786,3573,3134,8209,7772,9360
7787,11096,11333,12490,9267,6021
7788,5282,17004,10510,13763,4048
7789,14654,12853,10879,563,452
7790,16410,9212,8658,2343,240
7791,13615,11201,2901,15247,8956
7792,1487,5988,15842,15166,10464
7793,7938,3138,17034,16140,14595
7794,10751,3807,8087,13448,15824
7795,13145,11298,7602,7324,14824
7796,8967,16008,6948,13519,8549
7797,9167,16220,17478,17092,8632
7798,12490,12607,5506,14446,1657
7799,11801,1951,12575,2939,16379
7800,13193,15190,2841,14624,14551
7801,16789,8058,12312,9770,11321
7802,13317,1951,4373,15102,16692
7803,2712,13509,6268,14514,5020
7804,7564,2841,14624,6074,14551
7805,7111,3657,7109,8174,7124
7806,12447,7111,7116,7123,7124
7807,7067,15372,2759,13088,10305
7808,9777,7449,3159,10380,13451
7809,16504,4428,3010,14446,14667
7810,2712,13509,13433,8089,4861
7811,4880,5890,8214,12923,9053
7812,3452,16765,2352,16517,260
7813,6386,3138,184,10377,16112
7814,2036,15674,16504,4428,14034
7815,9193,6386,15100,9673,12079
7816,4564,5889,2623,11342,240
7817,861,9458,306,2851,3768
7818,9377,6015,4395,12857,7017
7819,7067,15372,13088,10305,16944
7820,15638,11816,1161,14150,9147
7821,7831,574,1048,5282,506
7822,2011,16110,6251,11196,3381
7823,7151,11298,15876,4279,2220
7824,3300,15842,13570,10565,12594
7825,1195,4428,3010,14446,6344
7826,2097,15842,2354,14446,9591
7827,15842,2354,10696,7826,14446
7828,4564,15842,10996,14446,5484
7829,13609,11489,5068,15767,4058
7830,6139,10234,5623,4008,17279
7831,5481,9328,10250,574,7602
7832,15888,16092,16646,14392,15602
7833,14654,3946,15842,13570,5506
7834,7067,15372,4675,13088,10305
7835,10769,8173,8546,4428,4271
7836,11790,11342,9707,8605,13519
7837,9027,7706,14055,4638,15073
7838,12490,12542,5242,16009,14392
7839,9193,3663,17342,15638,12288
7840,12639,3193,8084,6328,14392
7841,8333,7842,18,13570,15779
7842,8333,18,7849,13570,15779
7843,12795,3763,13937,16286,8174
7844,13595,724,5931,6525,1048
7845,12505,15591,5002,12934,8067
7846,10769,8173,9095,4428,7964
7847,3024,10769,1138,17567,4428
7848,5282,16504,7849,15979,1657
7849,5282,16504,15979,7824,1657
7850,10149,5282,16504,8718,1657
7851,11647,10769,14444,14662,9460
7852,13709,7067,8547,15372,13088
7853,7067,15100,6627,15372,13370
7854,6139,10234,1010,5623,4008
7855,6886,12795,3138,2022,12142
7856,937,4026,4772,7241,4428
7857,3463,13988,14071,9510,14527
7858,7067,15372,16746,11354,13088
7859,9063,1487,15842,9853,6212
7860,10149,8343,13570,12311,8718
7861,12575,1951,13135,2939,2752
7862,6268,13542,14514,17701,6420
7863,17103,9018,16680,15016,289
7864,16963,10769,10304,11342,6742
7865,7870,1487,4428,11342,13519
7866,7021,1814,15842,5425,15166
7867,10769,1138,17567,11145,4428
7868,6119,4428,10234,5623,3935
7869,10769,5571,1138,11145,17567
7870,1138,4428,11342,13519,11144
7871,2032,11333,12490,8665,9204
7872,16092,15713,16385,7119,9661
7873,6386,9193,4832,11332,11858
7874,6860,14595,5772,17157,9053
7875,8402,8904,7874,10979,13215
7876,4564,7870,11342,5289,10996
7877,5253,13193,7564,14624,14551
7878,12795,5404,354,4967,148
7879,12795,16695,9579,354,4967
7880,502,616,12491,7951,2841
7881,9654,15321,7765,5231,3903
7882,12941,8763,11790,15386,13519
7883,6648,12982,10031,13058,9254
7884,10769,13638,6119,10234,5623
7885,8126,148,14545,12109,14007
7886,10017,9251,11305,9002,6268
7887,11956,18,15779,15408,1657
7888,10769,5571,1138,11145,4153
7889,4430,11333,3763,10377,12694
7890,12273,1421,7891,12916,10628
7891,12273,14615,7890,9403,12916
7892,12795,232,11606,148,6584
7893,13963,7147,11298,13193,4318
7894,7067,15372,11638,10249,13088
7895,16092,5547,14289,3652,14392
7896,13145,7147,6300,14006,10250
7897,16504,10879,4428,9315,5808
7898,13181,16073,1932,12639,14486
7899,14644,1138,16504,4428,6984
7900,881,16504,4428,6984,3010
7901,7067,15372,13088,4748,10305
7902,4564,11342,10996,14446,3326
7903,17043,7333,8402,10979,2899
7904,17043,14600,1138,15842,6948
7905,9353,8126,1014,13926,6756
7906,11096,6135,11333,12490,5242
7907,1951,4305,16019,8130,16487
7908,15842,13570,12607,14446,13804
7909,7067,15372,14256,13088,10305
7910,9327,15442,9890,14273,9171
7911,10769,11453,8173,239,9095
7912,15842,9853,6212,7914,7913
7913,7914,7912,17617,16023,8842
7914,15842,9853,13924,6212,7913
7915,14250,6829,9212,4763,240
7916,6139,10234,5623,4008,17279
7917,9881,16254,4279,4318,15797
7918,16234,16092,15069,9577,900
7919,15600,15434,16222,13089,12861
7920,10769,8173,3633,5293,4428
7921,10769,15053,15674,11076,6083
7922,16504,10879,4428,8977,9315
7923,16695,10,148,11808,67
7924,14751,4428,4174,6984,3010
7925,13963,5481,5715,9328,5430
7926,5027,3763,3278,1546,6861
7927,12273,1975,5465,1964,15412
7928,10605,15478,4521,16392,11622
7929,10605,15478,2216,1877,3336
7930,10769,9094,9095,4428,4271
7931,10769,8173,9095,4428,4271
7932,11453,4305,6119,11248,8126
7933,3100,15123,5404,16830,2267
7934,3667,3673,3278,3742,1546
7935,8786,7704,14721,13126,8522
7936,8543,16138,15638,9147,8042
7937,17467,14569,6971,7933,16622
7938,1229,13652,13825,16140,9208
7939,3458,9881,7147,4318,2220
7940,7147,11298,5573,7057,4913
7941,7067,15372,13088,10161,10305
7942,14754,148,5381,211,2991
7943,15638,6710,1783,8833,13519
7944,6386,3138,6590,10377,9673
7945,15674,5242,17602,3403,9060
7946,13193,12273,6074,9093,12916
7947,5253,2841,12043,16075,10566
7948,5026,13433,918,10147,3326
7949,3730,7948,918,9053,10147
7950,3730,7948,13433,14408,7097
7951,7880,4967,7878,7879,6697
7952,1951,4373,15102,7252,10131
7953,5027,13509,6268,12694,14514
7954,4564,11342,10996,14446,3911
7955,1951,4305,16019,4428,11342
7956,8596,1833,15808,7495,2851
7957,4305,4428,14343,10234,5623
7958,5481,21,9328,12201,15530
7959,12635,7166,5020,7263,2687
7960,2253,10732,17460,3280,2204
7961,9426,2771,6627,17288,13593
7962,1833,15482,7120,7119,16027
7963,10014,5516,14276,12647,15565
7964,10769,8173,9095,4428,4271
7965,1951,8130,16487,16379,9470
7966,3024,2623,4428,4008,3962
7967,1487,11790,11342,15166,10464
7968,13595,10031,738,7883,6525
7969,6139,4428,16377,11126,3010
7970,6268,14514,5020,8897,14561
7971,4373,5854,8496,9470,7708
7972,216,11121,3077,9852,5036
7973,1243,6277,16110,3904,1838
7974,6616,12086,16680,8013,2325
7975,10769,1138,11145,17567,4428
7976,4093,7976,16110,6251,8464
7977,4564,7021,15842,11342,14715
7978,13036,9036,11441,16517,260
7979,7086,12018,11196,16962,11230
7980,6119,1138,4428,10234,5623
7981,16242,17598,14514,13519,105
7982,10769,1138,11145,4428,10879
7983,5976,8344,3370,6310,1664
7984,1951,7501,3660,340,13087
7985,13509,1039,6268,14514,5020
7986,6386,17342,3138,11121,8989
7987,16307,10261,13681,6301,17329
7988,1951,12676,4305,7501,3660
7989,16204,709,647,7184,11031
7990,2393,1848,11441,10508,3370
7991,13295,7625,12213,16350,5282
7992,7993,7994,9535,14407,9536
7993,7992,7994,15821,13570,1657
7994,7992,7993,13121,18,13570
7995,5854,3660,5282,16504,12828
7996,997,6298,11722,15441,16659
7997,2201,14442,12407,10191,13150
7998,936,567,14918,7311,9460
7999,16830,7397,5327,14931,13284
8000,16695,2160,5571,17567,11145
8001,3767,12273,12871,7644,789
8002,17653,13714,10853,9876,4358
8003,3134,3573,3902,9360,2070
8004,5370,12639,5282,9657,11353
8005,14411,6156,6305,10408,3209
8006,16238,11768,15318,10912,13596
8007,14137,12566,7879,12607,10899
8008,5013,10149,16504,10389,8718
8009,12092,14654,13121,14298,14100
8010,10732,4375,16786,14945,5229
8011,13145,9920,5573,16920,7795
8012,12698,12273,3669,8374,12916
8013,2021,16213,6727,8280,12332
8014,2022,10377,4595,9673,14065
8015,15638,9147,11790,2966,12686
8016,5404,12273,15255,6052,4856
8017,15100,6627,14251,9147,7169
8018,3181,16993,16403,6375,11633
8019,15455,5481,16254,13145,14006
8020,11513,6627,14177,12803,14251
8021,11107,16389,17351,4395,10249
8022,14006,12008,7012,10250,2101
8023,16138,8892,15799,9615,1765
8024,2036,12490,15674,12812,4828
8025,17204,16196,5370,3928,14514
8026,11298,14371,16920,12587,4913
8027,12490,12542,4389,16416,5242
8028,13509,7953,6268,14514,15526
8029,8449,8380,1745,15067,10966
8030,4318,15797,4913,12587,11834
8031,1057,9824,11411,464,17485
8032,6928,12273,2294,11467,11260
8033,12795,17183,3763,5381,7379
8034,7067,15372,10305,6596,6657
8035,12575,13135,4261,16789,2939
8036,12639,8555,15979,15271,28
8037,7067,15372,4747,15462,13088
8038,13135,13614,17167,16013,3280
8039,17103,15330,15016,8951,289
8040,15638,9147,11342,12686,16665
8041,14981,4395,7017,12150,2002
8042,8892,15799,9615,16138,5995
8043,4847,14055,12573,15734,1727
8044,10039,15724,13577,17377,16763
8045,3134,3573,8905,9722,9360
8046,13509,17701,13519,6420,8897
8047,6386,1047,3138,6590,10377
8048,16220,9167,6491,2352,4897
8049,16680,11843,14899,9510,14527
8050,10188,16807,3381,3841,10046
8051,15254,9966,3332,8013,6629
8052,3181,14513,11382,15055,3761
8053,9261,6463,10944,4125,17003
8054,16963,10769,10304,13737,11342
8055,10718,10188,11876,8344,11951
8056,6093,4254,13507,12850,9683
8057,7973,6251,7672,4952,8883
8058,16789,11321,2530,12575,3348
8059,10149,15053,16504,6742,212
8060,9426,6627,17288,14251,7017
8061,9881,14371,5573,7602,5643
8062,14924,5404,15632,10438,14365
8063,11261,11107,11638,10249,15227
8064,4373,2829,7452,16324,15102
8065,13408,3684,14937,8466,8723
8066,2036,10149,15674,16504,5367
8067,3181,16993,16403,6375,11633
8068,10769,8173,9095,4428,4271
8069,15824,15632,14973,16321,14616
8070,3181,16993,16403,6375,11633
8071,2236,12573,14055,15734,4847
8072,11096,11333,12490,12212,1934
8073,11096,11333,12490,12212,1934
8074,14006,4279,14371,4318,15797
8075,7259,12212,10752,3476,13001
8076,12795,900,3763,3278,5381
8077,14413,17339,16635,10252,16630
8078,10304,14654,8348,17510,8136
8079,5253,13193,7564,15190,2841
8080,15638,9147,6947,16019,8130
8081,779,5404,12490,148,4856
8082,6886,5481,16254,960,10079
8083,15506,14143,2125,15067,7017
8084,16092,3193,12686,16665,9707
8085,13509,6268,8064,14514,7538
8086,12575,1951,2939,306,12008
8087,6386,7314,9673,7794,14065
8088,4428,3997,3010,14446,1841
8089,9094,2160,5571,17567,11145
8090,10769,8173,6119,3295,9095
8091,4428,3010,14446,7971,1841
8092,15951,5404,16695,10,5496
8093,6627,13619,14655,16019,7476
8094,10445,17342,17377,6757,13519
8095,14751,4428,4174,3010,14446
8096,17497,10788,10234,11308,4008
8097,2021,17103,8280,12332,8013
8098,15638,16214,6554,2966,16112
8099,13509,6268,17695,17701,8897
8100,12490,12542,5242,16009,14392
8101,9377,9458,306,2851,4318
8102,10078,1745,10522,9299,14857
8103,12273,7111,7116,10628,12916
8104,3654,1951,1046,690,9479
8105,9193,10377,9673,14065,11332
8106,14442,15638,13433,9147,16019
8107,2530,2851,16676,17323,11025
8108,5854,13619,1195,901,5367
8109,6886,8494,6590,13131,9216
8110,13914,3660,3817,3827,10846
8111,10769,9094,8173,9095,4428
8112,11342,12686,8605,11308,13519
8113,5102,4305,4772,3115,13519
8114,4373,2829,16483,15102,14655
8115,10445,17342,17377,2309,3529
8116,7152,2368,1833,11179,12620
8117,15638,8177,7403,14595,9707
8118,14032,11565,17701,14446,4991
8119,15100,2142,14251,12079,14065
8120,2009,17617,17070,14387,8842
8121,4077,9510,14527,17366,1893
8122,2851,7119,11790,12079,2778
8123,2671,9383,6497,15479,15325
8124,6886,5481,9328,10250,4279
8125,9425,16514,15617,13939,290
8126,13963,7067,15372,8126,15733
8127,2036,10149,15674,16504,10389
8128,15724,13577,9213,14136,13593
8129,232,148,15227,6584,17593
8130,10039,15638,9213,7168,12996
8131,7067,15372,9920,6850,13088
8132,9193,17649,3263,14973,11406
8133,232,148,8174,16726,7644
8134,12273,5459,10566,12916,10628
8135,2036,15674,16504,14034,5367
8136,16963,10769,10304,9517,11342
8137,12273,7116,1463,8103,10628
8138,16695,10149,15053,10,2175
8139,4567,4564,7176,4566,16368
8140,7067,15372,13088,10305,7145
8141,7067,15372,13234,3284,10560
8142,5253,15190,14624,12043,16075
8143,13955,14893,17565,13520,11170
8144,4373,11804,1951,16835,16717
8145,2040,11088,5606,11436,1765
8146,361,4305,6119,8126,16019
8147,5481,13145,14006,9328,2220
8148,4077,12087,2052,9510,14527
8149,1951,4373,15102,777,7252
8150,4475,16673,7514,16611,15526
8151,9147,11790,10351,11342,16665
8152,14006,4279,10363,2220,15797
8153,12575,14973,16321,9673,5381
8154,11298,4279,16792,16920,7602
8155,15322,13257,2397,11480,6627
8156,4373,7452,15102,14655,8064
8157,7119,7371,15824,8665,12558
